Product	Date $ time
Google Phone	4/21/2019 22:47
USB-C Charging Cable	4/21/2019 22:47
AAA Batteries (4-pack)	4/19/2019 21:48
AAA Batteries (4-pack)	4/13/2019 11:38
AA Batteries (4-pack)	4/13/2019 11:38
Lightning Charging Cable	4/3/2019 18:25
AA Batteries (4-pack)	4/8/2019 11:47
Macbook Pro Laptop	4/28/2019 12:36
iPhone	4/6/2019 0:37
27in FHD Monitor	4/13/2019 17:16
Apple Airpods Headphones	4/10/2019 13:23
USB-C Charging Cable	4/25/2019 8:30
Wired Headphones	4/25/2019 8:30
Bose SoundSport Headphones	4/1/2019 13:01
20in Monitor	4/25/2019 16:25
AAA Batteries (4-pack)	4/24/2019 13:16
USB-C Charging Cable	4/21/2019 19:03
Lightning Charging Cable	4/9/2019 23:28
USB-C Charging Cable	4/3/2019 19:31
Apple Airpods Headphones	4/30/2019 13:59
AAA Batteries (4-pack)	4/19/2019 9:12
Macbook Pro Laptop	4/18/2019 20:38
Wired Headphones	4/10/2019 21:09
AA Batteries (4-pack)	4/1/2019 19:58
USB-C Charging Cable	4/3/2019 8:13
Apple Airpods Headphones	4/10/2019 17:44
iPhone	4/29/2019 14:44
27in FHD Monitor	4/5/2019 7:11
AAA Batteries (4-pack)	4/24/2019 14:29
Macbook Pro Laptop	4/27/2019 13:00
Lightning Charging Cable	4/22/2019 16:20
USB-C Charging Cable	4/5/2019 16:18
Bose SoundSport Headphones	4/14/2019 11:22
27in 4K Gaming Monitor	4/22/2019 10:45
27in 4K Gaming Monitor	4/12/2019 12:38
Wired Headphones	4/16/2019 11:12
Bose SoundSport Headphones	4/23/2019 15:24
ThinkPad Laptop	4/17/2019 12:47
USB-C Charging Cable	4/28/2019 19:09
Wired Headphones	4/17/2019 10:21
Lightning Charging Cable	4/9/2019 7:12
AA Batteries (4-pack)	4/28/2019 14:17
Apple Airpods Headphones	4/20/2019 21:44
Vareebadd Phone	4/4/2019 18:55
Lightning Charging Cable	4/4/2019 18:55
Lightning Charging Cable	4/3/2019 20:37
Bose SoundSport Headphones	4/28/2019 21:25
AAA Batteries (4-pack)	4/12/2019 13:42
Apple Airpods Headphones	4/23/2019 14:08
Bose SoundSport Headphones	4/13/2019 21:14
34in Ultrawide Monitor	4/2/2019 12:27
ThinkPad Laptop	4/23/2019 14:26
USB-C Charging Cable	4/4/2019 8:59
Google Phone	4/14/2019 8:31
AA Batteries (4-pack)	4/14/2019 19:41
LG Washing Machine	4/12/2019 11:37
iPhone	4/23/2019 21:08
34in Ultrawide Monitor	4/4/2019 13:22
Wired Headphones	4/21/2019 20:58
Lightning Charging Cable	4/9/2019 19:47
27in FHD Monitor	4/22/2019 11:17
iPhone	4/10/2019 22:58
AA Batteries (4-pack)	4/3/2019 18:59
Lightning Charging Cable	4/4/2019 23:00
ThinkPad Laptop	4/4/2019 10:25
Apple Airpods Headphones	4/18/2019 10:48
AA Batteries (4-pack)	4/14/2019 18:56
27in 4K Gaming Monitor	4/23/2019 20:26
Flatscreen TV	4/9/2019 20:35
AA Batteries (4-pack)	4/16/2019 13:25
Lightning Charging Cable	4/16/2019 9:05
USB-C Charging Cable	4/10/2019 22:06
Lightning Charging Cable	4/22/2019 22:17
Flatscreen TV	4/20/2019 11:39
AAA Batteries (4-pack)	4/12/2019 0:29
Wired Headphones	4/14/2019 14:40
iPhone	4/11/2019 11:51
20in Monitor	4/20/2019 15:56
Flatscreen TV	4/11/2019 21:54
Apple Airpods Headphones	4/24/2019 3:55
USB-C Charging Cable	4/15/2019 13:05
Wired Headphones	4/8/2019 18:32
Apple Airpods Headphones	4/21/2019 0:38
Flatscreen TV	4/29/2019 16:07
Macbook Pro Laptop	4/26/2019 5:45
34in Ultrawide Monitor	4/18/2019 7:10
Bose SoundSport Headphones	4/9/2019 2:07
Lightning Charging Cable	4/1/2019 11:17
AAA Batteries (4-pack)	4/22/2019 2:12
34in Ultrawide Monitor	4/14/2019 22:39
Apple Airpods Headphones	4/12/2019 21:35
Vareebadd Phone	4/7/2019 14:14
Wired Headphones	4/18/2019 19:30
USB-C Charging Cable	4/7/2019 20:12
Lightning Charging Cable	4/7/2019 14:09
Macbook Pro Laptop	4/19/2019 21:34
27in FHD Monitor	4/23/2019 15:36
Bose SoundSport Headphones	4/30/2019 10:39
Lightning Charging Cable	4/23/2019 21:45
Google Phone	4/5/2019 18:05
Bose SoundSport Headphones	4/5/2019 18:05
Lightning Charging Cable	4/16/2019 14:10
Apple Airpods Headphones	4/30/2019 15:34
AA Batteries (4-pack)	4/20/2019 18:15
20in Monitor	4/1/2019 17:07
Lightning Charging Cable	4/1/2019 17:07
AAA Batteries (4-pack)	4/4/2019 3:51
Lightning Charging Cable	4/2/2019 22:04
AAA Batteries (4-pack)	4/25/2019 20:59
ThinkPad Laptop	4/29/2019 9:56
Lightning Charging Cable	4/9/2019 15:52
AA Batteries (4-pack)	4/9/2019 13:32
USB-C Charging Cable	4/14/2019 15:54
iPhone	4/2/2019 11:58
Wired Headphones	4/2/2019 11:58
Flatscreen TV	4/6/2019 12:00
AAA Batteries (4-pack)	4/10/2019 19:30
AA Batteries (4-pack)	4/29/2019 15:22
AAA Batteries (4-pack)	4/11/2019 19:19
ThinkPad Laptop	4/30/2019 9:48
Lightning Charging Cable	4/11/2019 17:22
Bose SoundSport Headphones	4/14/2019 18:35
34in Ultrawide Monitor	4/17/2019 10:53
27in FHD Monitor	4/17/2019 11:39
USB-C Charging Cable	4/12/2019 14:34
ThinkPad Laptop	4/11/2019 7:46
27in 4K Gaming Monitor	4/2/2019 16:43
Wired Headphones	4/17/2019 23:15
Bose SoundSport Headphones	4/23/2019 18:35
USB-C Charging Cable	4/12/2019 17:27
Wired Headphones	4/2/2019 9:15
Apple Airpods Headphones	4/29/2019 19:51
Lightning Charging Cable	4/7/2019 14:19
AAA Batteries (4-pack)	4/21/2019 22:00
iPhone	4/30/2019 11:13
Apple Airpods Headphones	4/30/2019 11:13
USB-C Charging Cable	4/5/2019 14:17
Lightning Charging Cable	4/12/2019 17:08
Lightning Charging Cable	4/21/2019 12:29
Bose SoundSport Headphones	4/6/2019 15:41
Flatscreen TV	4/23/2019 17:43
Google Phone	4/4/2019 23:35
USB-C Charging Cable	4/4/2019 23:35
iPhone	4/3/2019 16:03
Apple Airpods Headphones	4/3/2019 16:03
Wired Headphones	4/3/2019 16:03
Lightning Charging Cable	4/27/2019 12:40
Vareebadd Phone	4/4/2019 9:56
Wired Headphones	4/4/2019 14:11
AA Batteries (4-pack)	4/25/2019 6:09
Bose SoundSport Headphones	4/28/2019 10:27
AA Batteries (4-pack)	4/11/2019 18:20
Bose SoundSport Headphones	4/2/2019 12:12
USB-C Charging Cable	4/18/2019 14:38
Bose SoundSport Headphones	4/29/2019 0:59
USB-C Charging Cable	4/17/2019 11:19
Macbook Pro Laptop	4/26/2019 23:03
Apple Airpods Headphones	4/17/2019 11:46
USB-C Charging Cable	4/11/2019 9:12
Apple Airpods Headphones	4/28/2019 20:06
Wired Headphones	4/4/2019 9:27
USB-C Charging Cable	4/13/2019 19:31
AAA Batteries (4-pack)	4/17/2019 10:47
Flatscreen TV	4/4/2019 10:43
AA Batteries (4-pack)	4/5/2019 11:35
AA Batteries (4-pack)	4/10/2019 12:58
AAA Batteries (4-pack)	4/17/2019 9:38
AA Batteries (4-pack)	4/10/2019 16:36
Lightning Charging Cable	4/6/2019 20:24
USB-C Charging Cable	4/17/2019 12:19
20in Monitor	4/19/2019 17:52
iPhone	4/16/2019 11:36
Google Phone	4/30/2019 11:07
Wired Headphones	4/21/2019 17:28
Lightning Charging Cable	4/21/2019 14:56
Lightning Charging Cable	4/16/2019 0:04
AA Batteries (4-pack)	4/19/2019 8:41
AA Batteries (4-pack)	5/1/2019 0:51
Apple Airpods Headphones	4/25/2019 15:09
USB-C Charging Cable	4/27/2019 19:10
AA Batteries (4-pack)	4/30/2019 15:01
AA Batteries (4-pack)	4/27/2019 20:43
AAA Batteries (4-pack)	4/17/2019 19:19
Wired Headphones	4/27/2019 0:34
USB-C Charging Cable	4/25/2019 8:23
ThinkPad Laptop	4/23/2019 1:58
Flatscreen TV	4/7/2019 7:53
AAA Batteries (4-pack)	4/18/2019 20:00
AAA Batteries (4-pack)	4/13/2019 9:41
Bose SoundSport Headphones	4/28/2019 13:07
AA Batteries (4-pack)	4/20/2019 13:08
Lightning Charging Cable	4/1/2019 7:17
AAA Batteries (4-pack)	4/9/2019 15:26
34in Ultrawide Monitor	4/21/2019 11:51
AA Batteries (4-pack)	4/20/2019 20:22
34in Ultrawide Monitor	4/21/2019 23:19
AAA Batteries (4-pack)	4/18/2019 15:29
ThinkPad Laptop	4/13/2019 16:12
Vareebadd Phone	4/23/2019 11:12
AA Batteries (4-pack)	4/30/2019 14:13
AA Batteries (4-pack)	4/27/2019 8:31
AA Batteries (4-pack)	4/13/2019 6:34
27in FHD Monitor	4/5/2019 19:24
27in 4K Gaming Monitor	4/6/2019 13:58
27in FHD Monitor	4/10/2019 19:04
Flatscreen TV	4/15/2019 12:33
USB-C Charging Cable	4/16/2019 13:57
Bose SoundSport Headphones	4/13/2019 9:22
AAA Batteries (4-pack)	4/16/2019 13:38
Apple Airpods Headphones	4/5/2019 18:13
Lightning Charging Cable	4/21/2019 23:08
Wired Headphones	4/19/2019 5:25
LG Dryer	4/1/2019 10:57
ThinkPad Laptop	4/3/2019 13:12
Wired Headphones	4/9/2019 15:36
Lightning Charging Cable	4/23/2019 11:02
27in 4K Gaming Monitor	4/10/2019 7:39
AA Batteries (4-pack)	4/3/2019 19:19
AAA Batteries (4-pack)	4/12/2019 21:49
Wired Headphones	4/4/2019 17:22
Flatscreen TV	4/30/2019 14:53
27in FHD Monitor	4/25/2019 15:22
Wired Headphones	4/20/2019 9:53
34in Ultrawide Monitor	4/23/2019 16:45
Flatscreen TV	4/26/2019 12:15
Wired Headphones	4/25/2019 10:48
AAA Batteries (4-pack)	4/30/2019 13:04
34in Ultrawide Monitor	4/30/2019 16:09
Wired Headphones	4/10/2019 15:02
Lightning Charging Cable	4/20/2019 21:58
Bose SoundSport Headphones	4/3/2019 16:18
Macbook Pro Laptop	4/8/2019 15:07
20in Monitor	4/18/2019 10:42
Wired Headphones	4/3/2019 18:10
AAA Batteries (4-pack)	4/22/2019 16:10
AAA Batteries (4-pack)	4/9/2019 0:46
AA Batteries (4-pack)	4/29/2019 21:56
iPhone	4/26/2019 13:17
Apple Airpods Headphones	4/13/2019 12:13
34in Ultrawide Monitor	4/18/2019 13:38
iPhone	4/15/2019 12:57
Wired Headphones	4/15/2019 12:57
Lightning Charging Cable	4/12/2019 15:05
USB-C Charging Cable	4/2/2019 17:42
20in Monitor	4/17/2019 19:01
27in FHD Monitor	4/2/2019 17:39
Flatscreen TV	4/23/2019 14:59
27in 4K Gaming Monitor	4/27/2019 16:12
Wired Headphones	4/26/2019 21:06
USB-C Charging Cable	4/26/2019 6:29
AAA Batteries (4-pack)	4/4/2019 2:25
34in Ultrawide Monitor	4/24/2019 9:32
USB-C Charging Cable	4/29/2019 20:05
USB-C Charging Cable	4/16/2019 17:00
Macbook Pro Laptop	4/1/2019 12:06
Lightning Charging Cable	4/9/2019 0:32
AAA Batteries (4-pack)	4/20/2019 12:06
ThinkPad Laptop	4/13/2019 13:58
Apple Airpods Headphones	4/25/2019 9:32
Apple Airpods Headphones	4/4/2019 20:41
USB-C Charging Cable	4/13/2019 21:21
Lightning Charging Cable	4/21/2019 9:52
Apple Airpods Headphones	4/10/2019 18:47
Lightning Charging Cable	4/2/2019 11:21
USB-C Charging Cable	4/28/2019 10:33
Lightning Charging Cable	4/29/2019 13:11
27in FHD Monitor	4/29/2019 13:11
27in FHD Monitor	4/11/2019 1:09
Lightning Charging Cable	4/29/2019 10:51
ThinkPad Laptop	4/11/2019 18:52
27in FHD Monitor	4/1/2019 11:58
Lightning Charging Cable	4/26/2019 13:56
Lightning Charging Cable	4/20/2019 3:19
Macbook Pro Laptop	4/16/2019 15:08
AA Batteries (4-pack)	4/17/2019 22:57
Apple Airpods Headphones	4/4/2019 0:18
Wired Headphones	4/10/2019 7:39
Wired Headphones	4/15/2019 15:12
Flatscreen TV	4/16/2019 10:57
20in Monitor	4/16/2019 12:27
Apple Airpods Headphones	4/3/2019 20:30
AAA Batteries (4-pack)	4/13/2019 8:39
Lightning Charging Cable	4/10/2019 19:38
USB-C Charging Cable	4/30/2019 18:14
AA Batteries (4-pack)	4/10/2019 0:52
Bose SoundSport Headphones	4/30/2019 8:36
Apple Airpods Headphones	4/6/2019 14:14
AAA Batteries (4-pack)	4/4/2019 23:22
AAA Batteries (4-pack)	4/8/2019 20:15
Lightning Charging Cable	4/30/2019 19:41
Google Phone	4/27/2019 13:13
Wired Headphones	4/27/2019 13:13
Apple Airpods Headphones	4/23/2019 18:36
Lightning Charging Cable	4/16/2019 3:32
Lightning Charging Cable	4/21/2019 20:34
Apple Airpods Headphones	4/2/2019 22:11
Apple Airpods Headphones	4/20/2019 11:52
USB-C Charging Cable	4/10/2019 0:14
ThinkPad Laptop	4/10/2019 18:58
Wired Headphones	4/2/2019 20:10
Wired Headphones	4/16/2019 15:03
AAA Batteries (4-pack)	4/24/2019 16:52
Wired Headphones	4/25/2019 14:31
34in Ultrawide Monitor	4/25/2019 3:15
Lightning Charging Cable	4/15/2019 12:10
Macbook Pro Laptop	4/7/2019 23:45
27in FHD Monitor	4/15/2019 20:46
iPhone	4/4/2019 17:04
AA Batteries (4-pack)	4/6/2019 18:13
iPhone	4/15/2019 14:10
AAA Batteries (4-pack)	4/18/2019 19:06
AA Batteries (4-pack)	4/22/2019 12:21
Macbook Pro Laptop	4/21/2019 13:25
Wired Headphones	4/7/2019 20:18
Apple Airpods Headphones	4/28/2019 18:15
20in Monitor	4/15/2019 14:08
Macbook Pro Laptop	4/21/2019 18:57
27in 4K Gaming Monitor	4/10/2019 10:00
34in Ultrawide Monitor	4/14/2019 15:24
AA Batteries (4-pack)	4/7/2019 15:19
Apple Airpods Headphones	4/23/2019 8:05
Wired Headphones	4/11/2019 22:40
AA Batteries (4-pack)	4/19/2019 16:30
Bose SoundSport Headphones	4/18/2019 9:53
AAA Batteries (4-pack)	4/3/2019 15:08
AA Batteries (4-pack)	4/15/2019 15:09
Wired Headphones	4/15/2019 8:41
ThinkPad Laptop	4/6/2019 13:55
Vareebadd Phone	4/20/2019 13:31
AA Batteries (4-pack)	4/11/2019 17:15
ThinkPad Laptop	4/4/2019 23:13
Bose SoundSport Headphones	4/14/2019 10:40
AA Batteries (4-pack)	4/6/2019 22:17
AAA Batteries (4-pack)	4/6/2019 22:17
Wired Headphones	4/24/2019 10:07
Apple Airpods Headphones	4/26/2019 1:19
Apple Airpods Headphones	4/6/2019 9:19
AAA Batteries (4-pack)	4/4/2019 15:58
Lightning Charging Cable	4/15/2019 15:53
27in FHD Monitor	4/15/2019 17:55
AAA Batteries (4-pack)	4/24/2019 22:53
Lightning Charging Cable	4/14/2019 11:03
Apple Airpods Headphones	4/6/2019 14:02
34in Ultrawide Monitor	4/1/2019 15:10
Apple Airpods Headphones	4/28/2019 9:38
Google Phone	4/27/2019 11:13
AAA Batteries (4-pack)	4/3/2019 21:15
USB-C Charging Cable	4/28/2019 6:35
USB-C Charging Cable	4/11/2019 8:39
AAA Batteries (4-pack)	4/8/2019 19:48
Lightning Charging Cable	4/26/2019 20:44
Wired Headphones	4/16/2019 19:48
Apple Airpods Headphones	4/8/2019 15:59
Bose SoundSport Headphones	4/8/2019 15:59
AA Batteries (4-pack)	4/13/2019 21:22
Flatscreen TV	4/1/2019 8:38
Google Phone	4/10/2019 8:56
ThinkPad Laptop	4/16/2019 21:37
USB-C Charging Cable	4/10/2019 16:55
Wired Headphones	4/11/2019 11:55
34in Ultrawide Monitor	4/26/2019 13:13
Bose SoundSport Headphones	4/4/2019 1:29
AA Batteries (4-pack)	4/4/2019 11:36
Bose SoundSport Headphones	4/6/2019 15:39
Flatscreen TV	4/23/2019 23:41
iPhone	4/24/2019 9:41
AAA Batteries (4-pack)	4/30/2019 15:44
Lightning Charging Cable	4/30/2019 15:44
Apple Airpods Headphones	4/16/2019 19:32
AA Batteries (4-pack)	4/6/2019 23:05
Lightning Charging Cable	4/16/2019 6:54
Google Phone	4/18/2019 11:31
Google Phone	4/8/2019 12:04
USB-C Charging Cable	4/8/2019 12:04
Bose SoundSport Headphones	4/8/2019 12:04
Lightning Charging Cable	4/3/2019 19:48
Wired Headphones	4/24/2019 20:14
Apple Airpods Headphones	4/19/2019 21:37
USB-C Charging Cable	4/3/2019 17:52
Lightning Charging Cable	4/27/2019 16:58
Flatscreen TV	4/17/2019 17:43
USB-C Charging Cable	4/6/2019 12:00
Wired Headphones	4/5/2019 17:56
Apple Airpods Headphones	4/6/2019 19:35
AAA Batteries (4-pack)	4/22/2019 12:24
Bose SoundSport Headphones	4/11/2019 18:11
Wired Headphones	4/11/2019 18:11
AAA Batteries (4-pack)	4/20/2019 10:42
AAA Batteries (4-pack)	4/16/2019 22:21
ThinkPad Laptop	4/24/2019 20:03
AAA Batteries (4-pack)	4/17/2019 22:51
27in 4K Gaming Monitor	4/23/2019 18:01
USB-C Charging Cable	4/29/2019 23:27
AAA Batteries (4-pack)	4/25/2019 14:50
AA Batteries (4-pack)	4/15/2019 18:09
Apple Airpods Headphones	4/14/2019 12:54
Bose SoundSport Headphones	4/14/2019 12:54
AA Batteries (4-pack)	4/21/2019 19:19
Bose SoundSport Headphones	4/8/2019 11:06
AA Batteries (4-pack)	4/14/2019 19:35
Wired Headphones	4/16/2019 16:34
AAA Batteries (4-pack)	4/19/2019 18:08
USB-C Charging Cable	4/16/2019 21:15
iPhone	4/23/2019 18:00
Lightning Charging Cable	4/23/2019 18:00
AAA Batteries (4-pack)	4/29/2019 16:37
AA Batteries (4-pack)	4/2/2019 11:05
Bose SoundSport Headphones	4/25/2019 21:07
27in FHD Monitor	4/26/2019 13:11
Lightning Charging Cable	4/27/2019 17:26
27in FHD Monitor	4/22/2019 17:34
34in Ultrawide Monitor	4/20/2019 8:30
Apple Airpods Headphones	4/9/2019 13:59
Lightning Charging Cable	4/8/2019 22:02
Apple Airpods Headphones	4/1/2019 19:03
iPhone	4/24/2019 17:53
AA Batteries (4-pack)	4/10/2019 21:46
Lightning Charging Cable	4/10/2019 21:46
USB-C Charging Cable	4/12/2019 16:44
Lightning Charging Cable	4/26/2019 18:32
34in Ultrawide Monitor	4/15/2019 9:54
AA Batteries (4-pack)	4/16/2019 12:44
USB-C Charging Cable	4/25/2019 10:12
Wired Headphones	4/21/2019 17:37
Vareebadd Phone	4/21/2019 15:55
Macbook Pro Laptop	4/17/2019 11:45
27in FHD Monitor	4/10/2019 17:05
Bose SoundSport Headphones	4/16/2019 23:58
USB-C Charging Cable	4/13/2019 18:41
USB-C Charging Cable	4/11/2019 16:16
AA Batteries (4-pack)	4/26/2019 23:03
AA Batteries (4-pack)	4/2/2019 19:06
Lightning Charging Cable	4/12/2019 16:29
AA Batteries (4-pack)	4/16/2019 19:52
Lightning Charging Cable	4/13/2019 17:40
USB-C Charging Cable	4/19/2019 11:45
USB-C Charging Cable	4/5/2019 7:49
Bose SoundSport Headphones	4/21/2019 21:26
Lightning Charging Cable	4/1/2019 19:31
ThinkPad Laptop	4/4/2019 18:40
Lightning Charging Cable	4/7/2019 17:05
Wired Headphones	4/23/2019 15:56
AA Batteries (4-pack)	4/28/2019 21:10
Apple Airpods Headphones	4/4/2019 19:47
iPhone	4/4/2019 0:05
AAA Batteries (4-pack)	4/24/2019 18:02
USB-C Charging Cable	4/6/2019 20:05
Lightning Charging Cable	4/23/2019 17:29
34in Ultrawide Monitor	4/3/2019 18:46
Lightning Charging Cable	4/23/2019 13:17
Flatscreen TV	4/1/2019 14:57
Flatscreen TV	4/30/2019 12:32
Wired Headphones	4/16/2019 23:53
USB-C Charging Cable	4/20/2019 2:17
Wired Headphones	4/24/2019 21:03
iPhone	4/6/2019 10:54
Lightning Charging Cable	4/6/2019 10:54
USB-C Charging Cable	4/10/2019 20:28
27in 4K Gaming Monitor	4/23/2019 10:11
USB-C Charging Cable	4/8/2019 12:10
Wired Headphones	4/6/2019 15:34
ThinkPad Laptop	4/25/2019 12:40
AAA Batteries (4-pack)	4/14/2019 19:03
Google Phone	4/18/2019 11:50
USB-C Charging Cable	4/16/2019 13:33
Bose SoundSport Headphones	4/24/2019 20:25
USB-C Charging Cable	4/11/2019 16:08
Wired Headphones	4/1/2019 20:39
LG Dryer	4/2/2019 22:49
Lightning Charging Cable	4/15/2019 3:29
AAA Batteries (4-pack)	4/28/2019 9:46
Lightning Charging Cable	4/22/2019 11:07
AA Batteries (4-pack)	4/6/2019 12:18
USB-C Charging Cable	4/30/2019 10:09
Bose SoundSport Headphones	4/19/2019 22:29
ThinkPad Laptop	4/25/2019 0:24
USB-C Charging Cable	4/14/2019 13:05
Google Phone	4/27/2019 21:19
Lightning Charging Cable	4/15/2019 15:06
Lightning Charging Cable	4/21/2019 14:31
Wired Headphones	4/14/2019 18:34
27in FHD Monitor	4/15/2019 15:21
AAA Batteries (4-pack)	4/30/2019 8:43
AA Batteries (4-pack)	4/4/2019 14:48
Lightning Charging Cable	4/1/2019 20:14
Apple Airpods Headphones	4/3/2019 18:02
USB-C Charging Cable	4/1/2019 13:19
AA Batteries (4-pack)	4/11/2019 22:25
34in Ultrawide Monitor	4/11/2019 18:20
Apple Airpods Headphones	4/16/2019 20:44
USB-C Charging Cable	4/29/2019 8:29
27in 4K Gaming Monitor	4/20/2019 12:07
AA Batteries (4-pack)	4/9/2019 20:18
AA Batteries (4-pack)	4/8/2019 0:15
AA Batteries (4-pack)	4/23/2019 15:47
Apple Airpods Headphones	4/7/2019 12:15
AA Batteries (4-pack)	4/12/2019 9:19
Flatscreen TV	4/12/2019 9:19
AA Batteries (4-pack)	4/24/2019 1:45
AAA Batteries (4-pack)	4/7/2019 13:10
27in FHD Monitor	4/27/2019 16:55
USB-C Charging Cable	4/11/2019 16:57
ThinkPad Laptop	4/7/2019 10:36
20in Monitor	4/7/2019 12:01
AAA Batteries (4-pack)	4/18/2019 12:21
AAA Batteries (4-pack)	4/14/2019 13:22
27in FHD Monitor	4/30/2019 12:37
USB-C Charging Cable	4/29/2019 19:07
Bose SoundSport Headphones	4/13/2019 19:48
iPhone	4/3/2019 23:21
27in 4K Gaming Monitor	4/22/2019 19:27
Flatscreen TV	4/16/2019 14:22
20in Monitor	4/3/2019 14:03
AA Batteries (4-pack)	4/10/2019 11:29
USB-C Charging Cable	4/29/2019 20:16
iPhone	4/11/2019 10:55
Bose SoundSport Headphones	4/2/2019 19:26
iPhone	4/17/2019 19:20
USB-C Charging Cable	4/13/2019 16:56
Apple Airpods Headphones	4/19/2019 12:19
27in FHD Monitor	4/22/2019 21:46
ThinkPad Laptop	4/23/2019 20:32
34in Ultrawide Monitor	4/3/2019 7:06
Apple Airpods Headphones	4/15/2019 20:11
AA Batteries (4-pack)	4/21/2019 9:48
USB-C Charging Cable	4/17/2019 18:11
AA Batteries (4-pack)	4/16/2019 21:56
Apple Airpods Headphones	4/24/2019 22:05
27in 4K Gaming Monitor	4/3/2019 20:46
AAA Batteries (4-pack)	4/24/2019 10:00
AAA Batteries (4-pack)	4/13/2019 23:43
AA Batteries (4-pack)	4/5/2019 17:40
AAA Batteries (4-pack)	4/13/2019 22:08
AA Batteries (4-pack)	4/22/2019 22:35
Wired Headphones	4/8/2019 13:55
AAA Batteries (4-pack)	4/9/2019 13:19
27in FHD Monitor	4/3/2019 14:10
Bose SoundSport Headphones	4/25/2019 17:12
USB-C Charging Cable	4/18/2019 22:25
Bose SoundSport Headphones	4/4/2019 14:35
27in FHD Monitor	4/22/2019 18:32
27in FHD Monitor	4/22/2019 11:39
Macbook Pro Laptop	4/2/2019 0:13
Bose SoundSport Headphones	4/9/2019 20:22
34in Ultrawide Monitor	4/15/2019 16:18
ThinkPad Laptop	4/27/2019 12:33
AAA Batteries (4-pack)	4/10/2019 20:06
AAA Batteries (4-pack)	4/10/2019 22:36
iPhone	4/20/2019 14:47
AAA Batteries (4-pack)	4/5/2019 19:09
34in Ultrawide Monitor	4/9/2019 15:37
AA Batteries (4-pack)	4/16/2019 11:00
iPhone	4/29/2019 23:02
Bose SoundSport Headphones	4/2/2019 9:14
Lightning Charging Cable	4/20/2019 11:21
iPhone	4/15/2019 17:34
Macbook Pro Laptop	4/3/2019 14:27
34in Ultrawide Monitor	4/23/2019 18:45
AA Batteries (4-pack)	4/11/2019 20:35
20in Monitor	4/4/2019 13:24
Apple Airpods Headphones	4/4/2019 13:24
Bose SoundSport Headphones	4/14/2019 19:52
Wired Headphones	4/3/2019 12:39
AA Batteries (4-pack)	4/5/2019 7:00
Flatscreen TV	4/8/2019 11:30
Lightning Charging Cable	4/4/2019 15:56
Bose SoundSport Headphones	4/2/2019 13:04
Apple Airpods Headphones	4/4/2019 11:02
Flatscreen TV	4/22/2019 19:55
Lightning Charging Cable	4/24/2019 10:21
Lightning Charging Cable	4/23/2019 17:26
27in 4K Gaming Monitor	4/5/2019 14:51
AA Batteries (4-pack)	4/7/2019 16:32
Flatscreen TV	4/5/2019 18:04
34in Ultrawide Monitor	4/6/2019 18:16
USB-C Charging Cable	4/24/2019 4:56
Apple Airpods Headphones	4/8/2019 18:39
Bose SoundSport Headphones	4/28/2019 16:54
AAA Batteries (4-pack)	4/22/2019 0:03
AAA Batteries (4-pack)	4/1/2019 13:32
27in FHD Monitor	4/19/2019 10:06
AAA Batteries (4-pack)	4/25/2019 19:41
Wired Headphones	4/29/2019 15:01
AAA Batteries (4-pack)	4/19/2019 16:18
27in FHD Monitor	4/26/2019 10:49
Lightning Charging Cable	4/21/2019 21:22
27in 4K Gaming Monitor	4/12/2019 17:13
Lightning Charging Cable	4/4/2019 18:32
USB-C Charging Cable	4/27/2019 19:52
USB-C Charging Cable	4/24/2019 12:41
Lightning Charging Cable	4/4/2019 9:58
AA Batteries (4-pack)	4/4/2019 12:18
Wired Headphones	4/29/2019 19:06
Wired Headphones	4/8/2019 21:01
AAA Batteries (4-pack)	4/1/2019 19:09
Wired Headphones	4/27/2019 19:40
USB-C Charging Cable	4/8/2019 16:26
Bose SoundSport Headphones	4/10/2019 15:56
AAA Batteries (4-pack)	4/10/2019 15:56
Lightning Charging Cable	4/15/2019 0:31
Bose SoundSport Headphones	4/8/2019 15:45
USB-C Charging Cable	4/27/2019 5:03
Bose SoundSport Headphones	4/22/2019 11:41
Wired Headphones	4/4/2019 21:11
27in 4K Gaming Monitor	4/6/2019 20:01
AA Batteries (4-pack)	4/3/2019 14:17
27in 4K Gaming Monitor	4/26/2019 13:11
27in 4K Gaming Monitor	4/7/2019 14:36
iPhone	4/18/2019 22:06
iPhone	4/5/2019 22:32
Lightning Charging Cable	4/5/2019 22:32
Macbook Pro Laptop	4/21/2019 17:14
Apple Airpods Headphones	4/24/2019 19:06
ThinkPad Laptop	4/21/2019 11:12
Lightning Charging Cable	4/8/2019 15:23
USB-C Charging Cable	4/11/2019 16:48
Bose SoundSport Headphones	4/18/2019 17:44
27in FHD Monitor	4/29/2019 18:39
Bose SoundSport Headphones	4/10/2019 0:51
Apple Airpods Headphones	4/8/2019 14:55
Apple Airpods Headphones	4/7/2019 4:31
Google Phone	4/27/2019 12:09
AA Batteries (4-pack)	4/4/2019 20:29
AAA Batteries (4-pack)	4/14/2019 12:59
Apple Airpods Headphones	4/5/2019 18:43
Bose SoundSport Headphones	4/5/2019 18:43
AAA Batteries (4-pack)	4/18/2019 12:50
Lightning Charging Cable	4/10/2019 14:56
Lightning Charging Cable	4/22/2019 9:39
Apple Airpods Headphones	4/2/2019 0:19
AA Batteries (4-pack)	4/7/2019 23:35
